0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
-0.0074515664,-0.0077294484,0.008497021,-0.009353202,-0.006645434,0.007690142,-0.010512394,0.0069330437,0.008608346,0.0038369624,0.0025337646,0.005464961,0.010694397,0.00115004,-0.010177802,0.013043779,0.01036642,-0.0003275443,-0.008264277,-0.0054754205,-0.012482083,0.00936857,-0.0012267772,0.009740003,0.0053227795,-0.0028045028,-0.0090395985,0.0049200496,-0.0090707,-0.0031417115,0.008404014,-0.0076979855
-0.00069158245,-0.0019187434,0.0016199248,0.01361117,0.008263866,-0.005307651,0.0125103025,-0.0045978194,0.005823604,0.0058498075,-0.00042802282,-0.013155399,0.013290157,-0.0032653986,0.009627202,-0.00847888,-0.0014425348,0.012119426,-0.012266758,0.0005455874,-0.00018442422,-0.012082403,-0.0027383948,-0.012958074,0.0030544,0.002380778,0.008088523,0.00035358407,-0.005692293,-0.005096915,-0.005277789,0.010997671
0.004530289,-0.014075298,0.0025273012,-0.0018875683,0.010313093,-0.0041349847,0.012339185,0.0043683397,-0.012736893,0.0029734606,-0.003226838,0.0070766537,-0.012133856,-0.0010341844,0.009342928,0.0050099688,0.006651732,0.011969187,0.0057724128,0.00459247,0.0029151188,0.0009304378,0.012304059,-0.0032601682,0.0018604333,0.00019645505,-0.003907943,0.010336169,0.00079324376,-0.012023827,0.009589321,-0.0046785045
-0.0033463913,0.0313069,-0.0023586364,0.0075763837,0.013332009,0.02398906,0.0150690405,0.045951385,0.017844515,0.02995794,0.0005740589,-0.029475221,-0.014075436,-0.018214345,0.030089008,-0.005540285,-0.014043992,-0.0006555516,0.033508983,0.009257233,0.01829571,0.0027671247,-0.0027015863,-0.0053241597,-0.008040588,-0.009501451,0.016072148,-0.0030620138,0.0026961132,0.010583633,0.0010515206,-0.0015715676
0.012351076,-0.0029968955,0.005163378,-0.01069515,-0.009057008,-0.0010602092,-0.00468996,0.0004989067,0.005327643,0.0013865903,-0.0061271777,-0.00033155642,0.010925257,0.012384177,0.011787456,0.009352964,0.007761772,0.014013019,-0.013138835,-0.0123871025,0.008441784,0.013589415,-0.009998778,0.006316266,-0.0073336256,-0.002563011,0.013396536,-0.00833619,0.006796594,0.010369682,0.0068462538,-0.009645689
0.0043399585,-0.012766951,-0.007288613,-0.008211587,0.009618354,0.003314958,0.013610183,0.009150256,-0.0042899707,0.013639581,-0.009418913,-0.0043474752,-0.0036788322,0.0056403475,-0.0060680937,-0.011230395,0.00866495,0.011676985,0.008592716,0.00795829,-0.0045132395,-0.004860867,-0.012398924,0.00031949766,0.009120484,0.0073171305,0.012136071,-0.010959601,-0.01236734,0.006602424,0.013787673,-0.0047654845
0.0025572358,0.00406121,0.007384223,0.0021023033,-0.012134017,-0.0024887165,0.007311928,-0.0006632721,-0.010234276,-0.008866953,-0.0046550175,0.01055449,0.0022604847,0.010559342,0.0013904162,0.008675233,0.001355785,0.009677692,0.012234882,-0.011822448,-0.010415429,-0.0052598426,-0.00037267338,-0.0045308387,-0.012143996,0.00015411898,0.009259858,-0.011326322,0.0031775972,-0.009110289,0.0069825863,-0.0020638667
0.010155699,0.0072957026,-0.010141996,0.011867519,-0.012611102,-0.0013492089,0.0075432593,0.005299124,-0.010982549,0.0011218581,-0.0055624573,-0.0035840878,-0.0119430795,0.0044677714,0.011359346,0.006106303,0.0050500045,-0.008806215,-0.008276054,0.0014125528,0.0049637957,-0.0087488,-0.013334952,-0.0007113889,-0.0035090446,0.005165403,0.0006858725,-0.009012312,-0.0038776696,-0.00321207,-0.012645023,0.007936788
0.010513664,-0.0112542175,0.0068239747,-0.007909644,0.001554965,-0.010063589,-0.009100577,-0.011605446,0.005904519,-0.008691765,-0.004225635,0.0074889446,-0.0044235857,0.012738229,0.007379464,0.0059145195,0.0067068944,-0.005794584,-0.0027523534,0.0028537465,-0.007535241,0.0111114895,-0.009121693,-0.0012785401,-0.0074631437,-0.0051114755,0.013675188,0.013238166,-0.007911697,0.00597803,0.001015042,-0.0036632884
-0.0061566355,-0.0020042704,0.0069020586,0.005644615,0.00044627395,-0.010934142,0.0029371856,0.008580198,-0.0014672577,0.0075804377,-0.0065668332,-0.00048311614,0.009341846,-0.006621989,-0.0043193055,-0.0012376467,-0.0138927745,0.0063923625,-0.01063235,0.001054314,-0.010774066,-0.0064814496,-0.00963348,0.013557053,0.0014620312,-0.0105368495,0.013128332,-0.009219428,-0.0071172826,0.0016910015,-0.0130885895,0.0022690585
